cost,emissions,circularity,risk
96.8035499589599,0.5958737540362922,43.31884933477447,0.5297083413513788
68.74959154625843,0.5996974605944864,36.72174147589914,0.2277921544220348
76.34892764537584,0.5243945323364501,41.848854865483204,0.19925783505830263
117.36319358470492,0.6331398894896109,27.352202746033548,0.08215160842251322
114.52638068476524,0.6646898838897819,16.95963390050816,0.05488530132353005
91.81648877650763,0.5921720705413536,43.241958134469435,0.3406967189811844
92.06378072749192,0.5376347981455037,42.809408383342344,0.15389537382178392
103.148077963933,0.5620420385777111,40.95056422811313,0.14844113406350481
114.05291779858999,0.6499268581318042,18.43729464913047,0.05731652615814577
73.28393385873508,0.6106011834322956,32.292257303877676,0.10756009709169702
82.72464869152982,0.5754361415642082,34.33025032758325,0.11261322887734272
81.33781451475335,0.6253792377690583,23.14577499378614,0.06994963039013055
89.34177737561082,0.539999263493234,39.411392204874744,0.1573557571410854
115.50241366780058,0.6249248343963345,24.865116238356556,0.07873111225114789
86.8334283618054,0.5725473647903139,35.17989041106713,0.1125712422694902
106.45537309695999,0.6562485987363683,21.166833005067897,0.06394308946918945
108.10025280963289,0.6285545865350639,26.533692670082544,0.08007082755207805
86.22485412882935,0.6354367129441973,23.73266101152771,0.07135833359380515
112.02917963815973,0.6571525940794716,22.136584808516034,0.06685234487953386
104.7387312670609,0.6072182985337738,29.6478442686631,0.09134757578858066
99.91925006858894,0.5691492685243261,36.63882567417954,0.11345857275135107
82.38335078130538,0.5674062054116626,35.755179515926415,0.12882052538345354
110.19994866533938,0.6178979529551563,25.665202034008903,0.07959003907949329
98.36361159169343,0.6447920989569147,20.091421980782627,0.062141267040967195
96.91991705727972,0.5496721367355157,40.53115946291496,0.13623881113770075
71.25613555532539,0.5892754207743769,38.541663352043784,0.1982309239727154
72.7929046508012,0.6052141268166088,33.50325130412164,0.11076057938105535
110.89077002294087,0.6141911478566826,27.449257641283054,0.08271972107524772
94.8038909060824,0.5580943152852098,38.013061869706796,0.12113185848244466
106.04618029940063,0.6190032178869981,26.117454111078462,0.08124880974731068
101.08253744223337,0.5812806720488315,33.836244646869375,0.10470323939984741
84.80291401794223,0.5804789125531054,40.10995119076256,0.1641296783386761
79.43903623606555,0.6412145532626847,21.388415740809805,0.06467755263120155
77.8585796510505,0.6223443149716029,25.62404468845513,0.08066122713163602
78.8884128990538,0.5444351511476793,38.241640558594796,0.17068569002076772
84.33154879951323,0.5886270442309276,30.06296691219781,0.09801586024648479
83.87214124407745,0.5380718016145272,38.48537563464042,0.18321875862401785
69.37391805145538,0.6009446386674556,36.28628217147792,0.12341107045816699
101.50446360633653,0.5951899947444528,30.86297293928905,0.09415047584748484
95.25250129054953,0.6390120611201605,19.202309920433713,0.06675336471720211
111.88128637560588,0.6477348449698943,19.538457214459143,0.05877139886312771
79.37145210535915,0.6415387333534571,22.3134515957927,0.06745266019615023
74.93257287921755,0.5843791539867865,31.625155429890665,0.10199083945339614
77.07973600200575,0.5991451173117639,28.68161609184849,0.09020991136891685
106.17420518119866,0.5523087293056083,43.00250841908009,0.16455112400439342
74.38223541248149,0.5909997927427452,36.03140255191951,0.12205272312407262
87.8301106587063,0.5487781564306172,36.780631743922086,0.15656892159574873
96.51738840687351,0.5849531444001008,33.567495088280715,0.10865111690787693
95.57588814237728,0.5596410728596597,38.70278975256805,0.12536158477160259
93.3149595504757,0.6324609308105423,27.315282152790914,0.08410623806571955
